rainfall,crop,soil_type,season,pesticide,success_rate
82,wheat,red,summer,Chlorpyrifos,45
378,wheat,red,summer,Imidacloprid,50
159,wheat,red,winter,Copper Sulfate,88
349,rice,red,rainy,Mancozeb,68
214,rice,red,summer,Deltamethrin,85
82,wheat,red,winter,Mancozeb,68
359,wheat,red,winter,Glyphosate,60
50,wheat,black,rainy,Deltamethrin,70
84,wheat,red,winter,Carbendazim,62
229,rice,red,winter,Glyphosate,70
56,rice,red,winter,Copper Sulfate,38
339,wheat,red,summer,Deltamethrin,55
54,rice,black,rainy,Deltamethrin,90
267,wheat,black,winter,Chlorpyrifos,100
315,rice,black,rainy,Carbendazim,77
157,wheat,black,rainy,Mancozeb,93
424,wheat,red,winter,Carbendazim,62
311,wheat,red,summer,Imidacloprid,50
357,rice,black,winter,Chlorpyrifos,60
431,wheat,black,rainy,Glyphosate,55
69,rice,black,rainy,Mancozeb,83
63,rice,black,summer,Mancozeb,63
438,wheat,red,winter,Chlorpyrifos,65
419,wheat,black,rainy,Chlorpyrifos,60
318,rice,black,winter,Chlorpyrifos,60
224,wheat,black,winter,Chlorpyrifos,100
295,wheat,red,summer,Copper Sulfate,68
214,wheat,black,rainy,Copper Sulfate,83
292,wheat,red,rainy,Copper Sulfate,68
431,wheat,black,winter,Deltamethrin,90
118,wheat,black,summer,Deltamethrin,100
443,wheat,red,summer,Mancozeb,48
166,wheat,red,winter,Carbendazim,92
371,rice,red,rainy,Imidacloprid,70
91,wheat,black,rainy,Glyphosate,55
272,wheat,red,rainy,Mancozeb,78
293,wheat,black,summer,Imidacloprid,95
477,rice,red,summer,Deltamethrin,55
140,rice,red,rainy,Carbendazim,92
484,rice,black,summer,Glyphosate,55
323,wheat,black,winter,Deltamethrin,90
450,rice,black,rainy,Glyphosate,75
177,rice,red,rainy,Carbendazim,92
302,wheat,black,summer,Chlorpyrifos,60
178,rice,red,summer,Imidacloprid,80
383,wheat,black,summer,Chlorpyrifos,60
165,rice,black,rainy,Copper Sulfate,100
408,wheat,black,rainy,Chlorpyrifos,60
124,rice,black,winter,Glyphosate,85
480,wheat,red,rainy,Copper Sulfate,38
204,rice,black,summer,Glyphosate,85
294,wheat,red,rainy,Mancozeb,78
385,wheat,red,winter,Mancozeb,68
426,rice,red,winter,Mancozeb,48
473,wheat,red,summer,Imidacloprid,50
209,wheat,black,winter,Glyphosate,100
224,wheat,black,rainy,Imidacloprid,95
187,wheat,red,winter,Copper Sulfate,88
78,rice,red,winter,Chlorpyrifos,45
367,wheat,red,rainy,Deltamethrin,55
466,wheat,black,summer,Deltamethrin,70
481,wheat,red,rainy,Copper Sulfate,38
131,rice,black,summer,Mancozeb,93
219,rice,black,rainy,Mancozeb,100
410,wheat,red,summer,Deltamethrin,55
195,wheat,black,summer,Carbendazim,87
162,rice,red,winter,Glyphosate,70
180,wheat,black,summer,Mancozeb,93
299,wheat,black,winter,Copper Sulfate,100
266,rice,black,summer,Glyphosate,85
436,rice,black,rainy,Deltamethrin,90
92,rice,red,rainy,Carbendazim,62
416,rice,black,rainy,Copper Sulfate,73
456,wheat,black,winter,Mancozeb,83
414,rice,black,winter,Copper Sulfate,53
496,rice,black,summer,Copper Sulfate,53
253,rice,black,winter,Imidacloprid,95
111,rice,black,winter,Mancozeb,93
326,wheat,black,winter,Imidacloprid,85
372,rice,red,rainy,Copper Sulfate,58
84,wheat,red,rainy,Deltamethrin,55
150,wheat,black,summer,Glyphosate,85
74,rice,red,winter,Deltamethrin,55
449,wheat,red,winter,Deltamethrin,75
485,rice,red,rainy,Copper Sulfate,58
376,wheat,black,rainy,Carbendazim,57
65,rice,black,rainy,Chlorpyrifos,80
441,wheat,black,rainy,Copper Sulfate,53
162,rice,red,summer,Mancozeb,78
402,wheat,black,summer,Glyphosate,55
85,rice,red,rainy,Glyphosate,60
403,rice,black,summer,Glyphosate,55
412,wheat,red,summer,Mancozeb,48
146,rice,red,winter,Glyphosate,70
245,wheat,black,winter,Glyphosate,100
138,rice,black,rainy,Copper Sulfate,100
408,rice,red,summer,Glyphosate,40
488,rice,black,summer,Mancozeb,63
359,rice,red,summer,Imidacloprid,50
248,wheat,red,rainy,Glyphosate,70
274,wheat,black,summer,Copper Sulfate,83
348,wheat,red,winter,Deltamethrin,75
308,rice,red,winter,Imidacloprid,50
235,wheat,black,rainy,Copper Sulfate,83
458,wheat,black,winter,Mancozeb,83
206,wheat,red,rainy,Copper Sulfate,68
100,wheat,black,winter,Mancozeb,100
242,rice,black,rainy,Chlorpyrifos,100
348,wheat,black,summer,Glyphosate,55
107,rice,black,winter,Carbendazim,87
184,rice,red,winter,Imidacloprid,80
372,rice,black,winter,Deltamethrin,70
132,wheat,red,winter,Mancozeb,98
475,wheat,black,summer,Deltamethrin,70
293,wheat,black,rainy,Glyphosate,85
226,rice,red,winter,Imidacloprid,80
411,wheat,black,rainy,Glyphosate,55
385,rice,red,summer,Chlorpyrifos,45
370,wheat,black,summer,Imidacloprid,65
200,wheat,red,winter,Chlorpyrifos,95
453,rice,black,winter,Mancozeb,63
326,rice,red,summer,Carbendazim,42
444,rice,black,summer,Deltamethrin,70
142,wheat,red,winter,Copper Sulfate,88
413,rice,red,winter,Copper Sulfate,38
352,rice,red,winter,Glyphosate,40
279,rice,red,summer,Carbendazim,72
485,wheat,black,summer,Chlorpyrifos,60
123,rice,black,rainy,Glyphosate,100
95,rice,red,summer,Carbendazim,42
52,wheat,red,rainy,Glyphosate,40
462,rice,black,rainy,Imidacloprid,85
356,rice,red,winter,Deltamethrin,55
368,rice,red,winter,Carbendazim,42
279,wheat,red,winter,Carbendazim,92
495,rice,red,summer,Imidacloprid,50
164,rice,red,summer,Deltamethrin,85
73,wheat,red,winter,Chlorpyrifos,65
103,rice,black,winter,Copper Sulfate,83
212,rice,red,summer,Deltamethrin,85
138,rice,red,winter,Mancozeb,78
70,rice,red,rainy,Glyphosate,60
124,wheat,black,summer,Mancozeb,93
356,wheat,black,rainy,Imidacloprid,65
144,rice,red,summer,Carbendazim,72
137,rice,black,winter,Mancozeb,93
364,rice,red,summer,Mancozeb,48
125,wheat,black,winter,Glyphosate,100
474,rice,black,summer,Mancozeb,63
176,rice,red,summer,Glyphosate,70
370,rice,black,summer,Deltamethrin,70
204,rice,red,rainy,Copper Sulfate,88
460,rice,black,winter,Glyphosate,55
243,rice,red,rainy,Copper Sulfate,88
377,rice,black,winter,Mancozeb,63
348,rice,black,rainy,Carbendazim,77
231,rice,black,winter,Chlorpyrifos,90
58,wheat,red,winter,Glyphosate,60
103,rice,red,winter,Mancozeb,78
445,wheat,red,rainy,Deltamethrin,55
187,wheat,red,winter,Copper Sulfate,88
220,wheat,red,winter,Chlorpyrifos,95
495,rice,black,winter,Chlorpyrifos,60
294,wheat,black,winter,Carbendazim,100
371,wheat,black,winter,Chlorpyrifos,80
53,rice,red,rainy,Deltamethrin,75
238,wheat,black,summer,Glyphosate,85
343,rice,black,winter,Glyphosate,55
371,rice,red,rainy,Chlorpyrifos,65
257,wheat,red,summer,Carbendazim,72
278,rice,red,rainy,Carbendazim,92
245,rice,black,summer,Chlorpyrifos,90
409,wheat,red,rainy,Mancozeb,48
490,wheat,red,rainy,Deltamethrin,55
125,rice,red,winter,Imidacloprid,80
284,rice,red,winter,Mancozeb,78
392,rice,red,summer,Imidacloprid,50
476,rice,red,summer,Chlorpyrifos,45
339,rice,black,winter,Imidacloprid,65
122,rice,red,rainy,Deltamethrin,100
336,rice,black,rainy,Carbendazim,77
364,wheat,black,winter,Chlorpyrifos,80
121,wheat,black,rainy,Copper Sulfate,83
147,rice,black,summer,Chlorpyrifos,90
498,wheat,black,rainy,Mancozeb,63
301,rice,red,winter,Chlorpyrifos,45
81,wheat,red,summer,Glyphosate,40
152,wheat,black,summer,Chlorpyrifos,90
466,wheat,red,winter,Copper Sulfate,58
249,wheat,red,winter,Mancozeb,98
215,wheat,red,rainy,Mancozeb,78
344,wheat,black,rainy,Glyphosate,55
244,rice,red,rainy,Deltamethrin,100
192,wheat,black,rainy,Chlorpyrifos,90
172,wheat,red,summer,Glyphosate,70
443,wheat,red,rainy,Mancozeb,48
364,wheat,red,summer,Glyphosate,40
203,wheat,red,summer,Glyphosate,70
245,wheat,red,rainy,Deltamethrin,85
140,wheat,black,winter,Imidacloprid,100
481,rice,red,winter,Glyphosate,40
197,rice,red,winter,Copper Sulfate,68
155,wheat,black,rainy,Chlorpyrifos,90
69,wheat,red,winter,Deltamethrin,75
67,wheat,black,winter,Imidacloprid,85
212,rice,black,winter,Deltamethrin,100
145,wheat,black,summer,Imidacloprid,95
305,rice,black,winter,Carbendazim,57
219,wheat,black,summer,Imidacloprid,95
433,wheat,black,rainy,Mancozeb,63
272,rice,black,summer,Glyphosate,85
443,wheat,black,winter,Imidacloprid,85
335,wheat,red,winter,Mancozeb,68
389,wheat,black,rainy,Imidacloprid,65
293,wheat,red,rainy,Mancozeb,78
228,rice,black,rainy,Deltamethrin,100
113,rice,black,winter,Copper Sulfate,83
385,wheat,black,summer,Deltamethrin,70
301,wheat,red,summer,Imidacloprid,50
362,rice,red,summer,Mancozeb,48
470,rice,red,summer,Mancozeb,48
423,rice,red,rainy,Imidacloprid,70
99,rice,black,winter,Carbendazim,57
221,rice,black,winter,Imidacloprid,95
437,wheat,black,summer,Carbendazim,57
259,rice,red,winter,Chlorpyrifos,75
367,rice,red,rainy,Chlorpyrifos,65
435,rice,black,summer,Mancozeb,63
397,rice,black,summer,Deltamethrin,70
409,wheat,black,winter,Chlorpyrifos,80
202,rice,red,summer,Glyphosate,70
451,rice,black,winter,Imidacloprid,65
342,rice,red,rainy,Imidacloprid,70
167,rice,black,rainy,Glyphosate,100
269,wheat,red,winter,Deltamethrin,100
87,rice,red,winter,Imidacloprid,50
131,wheat,red,winter,Carbendazim,92
70,wheat,red,winter,Carbendazim,62
66,wheat,black,rainy,Glyphosate,55
424,wheat,black,winter,Glyphosate,75
159,wheat,black,rainy,Deltamethrin,100
164,rice,red,summer,Glyphosate,70
369,rice,red,winter,Deltamethrin,55
169,rice,black,summer,Carbendazim,87
112,rice,black,winter,Deltamethrin,100
94,wheat,black,winter,Imidacloprid,85
156,wheat,red,rainy,Deltamethrin,85
55,rice,red,summer,Imidacloprid,50
362,rice,black,winter,Deltamethrin,70
234,wheat,black,winter,Mancozeb,100
179,wheat,red,summer,Deltamethrin,85
276,rice,red,summer,Carbendazim,72
196,rice,red,winter,Glyphosate,70
244,wheat,red,summer,Chlorpyrifos,75
418,wheat,red,rainy,Carbendazim,42
453,wheat,red,summer,Deltamethrin,55
438,rice,black,winter,Imidacloprid,65
70,wheat,black,rainy,Deltamethrin,70
415,wheat,red,summer,Copper Sulfate,38
422,wheat,black,rainy,Carbendazim,57
79,wheat,black,summer,Copper Sulfate,53
348,wheat,black,rainy,Deltamethrin,70
215,wheat,red,winter,Glyphosate,90
191,rice,red,rainy,Deltamethrin,100
383,rice,black,rainy,Carbendazim,77
297,wheat,black,winter,Deltamethrin,100
219,rice,black,winter,Imidacloprid,95
493,rice,black,winter,Deltamethrin,70
126,wheat,red,winter,Glyphosate,90
396,wheat,red,summer,Imidacloprid,50
407,rice,black,summer,Deltamethrin,70
136,rice,black,summer,Mancozeb,93
341,wheat,red,rainy,Deltamethrin,55
393,wheat,red,winter,Imidacloprid,70
419,rice,black,summer,Mancozeb,63
265,wheat,red,winter,Imidacloprid,100
180,wheat,black,summer,Carbendazim,87
90,rice,black,rainy,Deltamethrin,90
152,rice,red,winter,Glyphosate,70
312,rice,red,summer,Carbendazim,42
136,wheat,red,rainy,Deltamethrin,85
108,wheat,black,winter,Glyphosate,100
226,wheat,black,winter,Imidacloprid,100
434,rice,black,winter,Glyphosate,55
302,rice,black,rainy,Carbendazim,77
331,wheat,red,winter,Glyphosate,60
463,wheat,black,summer,Copper Sulfate,53
311,wheat,red,rainy,Imidacloprid,50
341,wheat,red,winter,Deltamethrin,75
59,rice,black,rainy,Copper Sulfate,73
461,wheat,red,winter,Copper Sulfate,58
351,wheat,black,summer,Glyphosate,55
317,wheat,red,winter,Mancozeb,68
116,wheat,black,winter,Imidacloprid,100
336,rice,black,winter,Chlorpyrifos,60
408,wheat,red,rainy,Carbendazim,42
234,wheat,red,summer,Deltamethrin,85
151,wheat,black,rainy,Glyphosate,85
476,rice,black,rainy,Deltamethrin,90
318,wheat,red,winter,Glyphosate,60
284,rice,black,summer,Copper Sulfate,83
227,rice,black,summer,Deltamethrin,100
76,wheat,black,rainy,Carbendazim,57
277,wheat,black,summer,Deltamethrin,100
491,rice,black,summer,Mancozeb,63
361,rice,red,rainy,Chlorpyrifos,65
383,rice,red,rainy,Carbendazim,62
283,wheat,black,summer,Chlorpyrifos,90
410,wheat,red,rainy,Carbendazim,42
187,wheat,red,winter,Copper Sulfate,88
325,wheat,black,rainy,Carbendazim,57
490,rice,black,rainy,Mancozeb,83
91,wheat,black,rainy,Deltamethrin,70
476,rice,black,summer,Chlorpyrifos,60
117,wheat,red,summer,Imidacloprid,80
63,wheat,red,winter,Imidacloprid,70
195,rice,black,rainy,Mancozeb,100
303,wheat,black,summer,Copper Sulfate,53
460,rice,red,winter,Copper Sulfate,38
200,wheat,black,rainy,Copper Sulfate,83
430,rice,red,rainy,Carbendazim,62
170,wheat,black,rainy,Imidacloprid,95
209,wheat,black,rainy,Copper Sulfate,83
489,wheat,red,rainy,Mancozeb,48
429,rice,red,summer,Copper Sulfate,38
84,rice,red,winter,Carbendazim,42
236,rice,red,summer,Copper Sulfate,68
350,wheat,red,winter,Carbendazim,62
399,wheat,black,rainy,Imidacloprid,65
170,rice,black,winter,Mancozeb,93
419,rice,black,rainy,Copper Sulfate,73
122,wheat,black,winter,Glyphosate,100
377,wheat,red,summer,Deltamethrin,55
451,rice,red,rainy,Copper Sulfate,58
170,rice,red,rainy,Glyphosate,90
265,rice,black,winter,Glyphosate,85
224,wheat,red,winter,Mancozeb,98
407,rice,black,winter,Carbendazim,57
485,rice,red,rainy,Copper Sulfate,58
151,rice,black,winter,Glyphosate,85
50,rice,black,winter,Glyphosate,55
196,wheat,red,summer,Mancozeb,78
493,rice,black,summer,Carbendazim,57
262,wheat,black,rainy,Glyphosate,85
196,wheat,red,rainy,Carbendazim,72
289,wheat,black,rainy,Mancozeb,93
168,rice,black,rainy,Glyphosate,100
398,wheat,black,summer,Imidacloprid,65
356,wheat,black,rainy,Mancozeb,63
251,rice,red,rainy,Deltamethrin,100
270,wheat,red,summer,Imidacloprid,80
464,rice,red,summer,Glyphosate,40
199,rice,red,winter,Mancozeb,78
494,rice,red,winter,Mancozeb,48
67,wheat,black,summer,Glyphosate,55
94,wheat,red,rainy,Imidacloprid,50
401,wheat,red,summer,Imidacloprid,50
238,rice,black,summer,Carbendazim,87
428,rice,black,summer,Deltamethrin,70
176,wheat,black,summer,Deltamethrin,100
126,wheat,black,summer,Glyphosate,85
447,rice,red,winter,Mancozeb,48
276,rice,black,summer,Glyphosate,85
265,rice,red,rainy,Glyphosate,90
301,rice,red,winter,Mancozeb,48
291,rice,black,winter,Mancozeb,93
149,wheat,red,rainy,Glyphosate,70
94,wheat,black,winter,Copper Sulfate,73
306,rice,red,summer,Copper Sulfate,38
198,rice,red,rainy,Carbendazim,92
132,wheat,red,rainy,Glyphosate,70
340,wheat,black,summer,Deltamethrin,70
151,wheat,red,rainy,Copper Sulfate,68
399,wheat,black,summer,Mancozeb,63
458,rice,red,winter,Carbendazim,42
429,wheat,black,rainy,Chlorpyrifos,60
455,rice,black,winter,Carbendazim,57
161,rice,red,winter,Carbendazim,72
391,wheat,black,rainy,Copper Sulfate,53
445,rice,black,winter,Deltamethrin,70
144,rice,black,summer,Deltamethrin,100
164,rice,red,summer,Mancozeb,78
403,rice,black,summer,Chlorpyrifos,60
452,rice,black,winter,Chlorpyrifos,60
383,wheat,black,summer,Glyphosate,55
98,rice,red,summer,Deltamethrin,55
486,wheat,black,summer,Glyphosate,55
459,rice,black,summer,Copper Sulfate,53
376,wheat,black,summer,Carbendazim,57
303,wheat,black,winter,Mancozeb,83
291,wheat,red,winter,Deltamethrin,100
272,rice,black,summer,Copper Sulfate,83
481,wheat,red,winter,Imidacloprid,70
169,rice,black,summer,Mancozeb,93
138,rice,black,summer,Chlorpyrifos,90
224,rice,red,winter,Chlorpyrifos,75
263,wheat,red,summer,Imidacloprid,80
305,rice,red,rainy,Chlorpyrifos,65
451,rice,red,winter,Mancozeb,48
144,wheat,black,rainy,Chlorpyrifos,90
292,wheat,black,summer,Copper Sulfate,83
425,wheat,black,rainy,Mancozeb,63
59,wheat,black,summer,Copper Sulfate,53
211,wheat,black,rainy,Glyphosate,85
148,wheat,black,winter,Mancozeb,100
77,wheat,red,winter,Carbendazim,62
256,wheat,red,rainy,Mancozeb,78
426,rice,red,summer,Chlorpyrifos,45
393,wheat,black,rainy,Copper Sulfate,53
253,wheat,red,rainy,Imidacloprid,80
308,wheat,black,rainy,Copper Sulfate,53
107,rice,red,winter,Copper Sulfate,68
149,rice,red,winter,Deltamethrin,85
330,rice,black,winter,Glyphosate,55
287,wheat,red,winter,Copper Sulfate,88
433,rice,black,summer,Imidacloprid,65
227,wheat,red,winter,Chlorpyrifos,95
243,wheat,black,summer,Chlorpyrifos,90
311,rice,red,winter,Deltamethrin,55
176,wheat,black,summer,Carbendazim,87
271,rice,red,rainy,Mancozeb,98
154,rice,red,winter,Imidacloprid,80
79,rice,red,rainy,Copper Sulfate,58
444,wheat,red,summer,Glyphosate,40
407,wheat,black,summer,Glyphosate,55
176,wheat,red,summer,Carbendazim,72
99,rice,black,winter,Deltamethrin,70
497,rice,red,summer,Deltamethrin,55
294,wheat,black,rainy,Mancozeb,93
458,wheat,red,winter,Mancozeb,68
319,rice,red,summer,Imidacloprid,50
230,rice,black,rainy,Chlorpyrifos,100
277,rice,black,winter,Deltamethrin,100
79,wheat,black,summer,Glyphosate,55
165,wheat,red,summer,Copper Sulfate,68
451,rice,black,summer,Glyphosate,55
461,rice,red,rainy,Imidacloprid,70
176,wheat,red,summer,Glyphosate,70
274,rice,black,rainy,Copper Sulfate,100
462,rice,black,summer,Glyphosate,55
229,wheat,red,rainy,Mancozeb,78
420,wheat,red,rainy,Mancozeb,48
359,rice,black,summer,Copper Sulfate,53
179,rice,red,summer,Mancozeb,78
54,wheat,red,summer,Deltamethrin,55
455,wheat,black,rainy,Deltamethrin,70
436,rice,red,summer,Carbendazim,42
349,rice,red,summer,Carbendazim,42
244,rice,black,rainy,Copper Sulfate,100
137,rice,red,winter,Glyphosate,70
239,rice,black,rainy,Deltamethrin,100
350,rice,black,rainy,Mancozeb,83
254,wheat,red,rainy,Carbendazim,72
292,rice,black,summer,Glyphosate,85
350,rice,red,summer,Deltamethrin,55
140,rice,black,winter,Carbendazim,87
58,wheat,black,winter,Mancozeb,83
359,wheat,red,rainy,Mancozeb,48
97,wheat,black,winter,Chlorpyrifos,80
69,rice,red,winter,Carbendazim,42
495,wheat,black,winter,Deltamethrin,90
393,rice,black,summer,Carbendazim,57
282,wheat,black,winter,Deltamethrin,100
159,rice,red,summer,Copper Sulfate,68
129,rice,black,rainy,Glyphosate,100
302,rice,black,rainy,Chlorpyrifos,80
178,wheat,red,rainy,Chlorpyrifos,75
250,wheat,black,rainy,Deltamethrin,100
273,rice,red,rainy,Deltamethrin,100
296,rice,black,rainy,Carbendazim,100
133,rice,red,winter,Glyphosate,70
478,rice,black,summer,Imidacloprid,65
456,rice,red,summer,Glyphosate,40
68,rice,red,winter,Mancozeb,48
296,wheat,red,rainy,Mancozeb,78
474,rice,red,rainy,Carbendazim,62
228,rice,black,rainy,Mancozeb,100
175,rice,black,winter,Deltamethrin,100
165,wheat,red,rainy,Glyphosate,70
399,wheat,black,summer,Mancozeb,63
53,wheat,black,rainy,Imidacloprid,65
72,wheat,black,summer,Deltamethrin,70
310,wheat,black,winter,Copper Sulfate,73
369,wheat,black,summer,Mancozeb,63
145,rice,black,rainy,Deltamethrin,100
109,rice,black,rainy,Copper Sulfate,100
350,rice,black,rainy,Deltamethrin,90
407,rice,red,summer,Copper Sulfate,38
293,wheat,black,rainy,Copper Sulfate,83
399,rice,black,rainy,Imidacloprid,85
250,rice,black,rainy,Glyphosate,100
347,rice,black,summer,Carbendazim,57
86,rice,red,winter,Copper Sulfate,38
240,wheat,red,rainy,Deltamethrin,85
264,wheat,red,rainy,Deltamethrin,85
136,rice,red,summer,Copper Sulfate,68
235,rice,black,winter,Glyphosate,85
408,wheat,black,winter,Carbendazim,77
233,wheat,black,summer,Carbendazim,87
294,wheat,black,summer,Carbendazim,87
480,rice,red,rainy,Deltamethrin,75
148,rice,red,winter,Mancozeb,78
70,wheat,black,rainy,Mancozeb,63
250,rice,red,rainy,Glyphosate,90
170,wheat,black,rainy,Chlorpyrifos,90
101,rice,red,summer,Imidacloprid,80
182,wheat,black,summer,Copper Sulfate,83
473,rice,black,rainy,Glyphosate,75
203,wheat,black,winter,Chlorpyrifos,100
108,rice,red,rainy,Glyphosate,90
231,wheat,red,summer,Glyphosate,70
419,wheat,black,winter,Imidacloprid,85
428,rice,black,winter,Chlorpyrifos,60
251,wheat,red,winter,Imidacloprid,100
227,rice,black,rainy,Glyphosate,100
398,wheat,black,summer,Mancozeb,63
203,rice,red,rainy,Mancozeb,98
145,wheat,black,rainy,Copper Sulfate,83
472,rice,red,rainy,Chlorpyrifos,65
118,rice,black,summer,Deltamethrin,100
314,wheat,black,winter,Copper Sulfate,73
274,wheat,red,summer,Deltamethrin,85
355,rice,black,summer,Glyphosate,55
226,rice,black,summer,Mancozeb,93
263,rice,red,summer,Copper Sulfate,68
307,wheat,black,summer,Copper Sulfate,53
71,rice,black,summer,Mancozeb,63
73,wheat,red,rainy,Imidacloprid,50
372,rice,black,winter,Copper Sulfate,53
496,wheat,black,rainy,Mancozeb,63
199,wheat,black,rainy,Mancozeb,93
472,rice,black,winter,Deltamethrin,70
394,rice,black,rainy,Deltamethrin,90
401,wheat,red,summer,Copper Sulfate,38
382,wheat,black,summer,Copper Sulfate,53
77,wheat,black,summer,Mancozeb,63
150,rice,red,rainy,Carbendazim,92
91,wheat,red,winter,Glyphosate,60
254,rice,black,rainy,Glyphosate,100
482,wheat,black,rainy,Imidacloprid,65
165,rice,red,summer,Glyphosate,70
461,wheat,red,summer,Glyphosate,40
398,wheat,black,summer,Copper Sulfate,53
50,rice,black,summer,Glyphosate,55
261,rice,red,winter,Imidacloprid,80
305,wheat,black,summer,Mancozeb,63
95,rice,black,winter,Imidacloprid,65
252,rice,black,winter,Chlorpyrifos,90
443,wheat,black,winter,Deltamethrin,90
340,rice,red,rainy,Glyphosate,60
398,wheat,red,rainy,Imidacloprid,50
162,wheat,black,winter,Glyphosate,100
455,wheat,black,winter,Copper Sulfate,73
192,wheat,red,winter,Chlorpyrifos,95
145,rice,black,rainy,Chlorpyrifos,100
445,wheat,black,winter,Glyphosate,75
125,rice,red,winter,Copper Sulfate,68
451,wheat,red,winter,Glyphosate,60
237,wheat,red,rainy,Chlorpyrifos,75
217,rice,red,rainy,Deltamethrin,100
204,rice,black,rainy,Imidacloprid,100
321,rice,red,winter,Copper Sulfate,38
232,wheat,red,winter,Carbendazim,92
239,rice,red,summer,Copper Sulfate,68
131,rice,black,rainy,Glyphosate,100
371,wheat,red,winter,Chlorpyrifos,65
244,rice,black,summer,Carbendazim,87
288,rice,black,winter,Copper Sulfate,83
342,wheat,black,winter,Copper Sulfate,73
337,rice,red,summer,Imidacloprid,50
143,rice,black,winter,Carbendazim,87
120,rice,red,summer,Chlorpyrifos,75
471,rice,black,rainy,Deltamethrin,90
391,rice,red,winter,Imidacloprid,50
277,rice,black,winter,Imidacloprid,95
419,rice,black,summer,Copper Sulfate,53
416,wheat,black,summer,Glyphosate,55
301,wheat,black,summer,Mancozeb,63
403,wheat,red,winter,Carbendazim,62
87,rice,red,summer,Carbendazim,42
181,wheat,red,winter,Copper Sulfate,88
498,rice,black,rainy,Chlorpyrifos,80
269,rice,black,rainy,Deltamethrin,100
434,rice,black,rainy,Chlorpyrifos,80
159,wheat,red,rainy,Deltamethrin,85
425,wheat,black,rainy,Mancozeb,63
200,rice,red,winter,Imidacloprid,80
256,wheat,red,winter,Carbendazim,92
454,rice,black,summer,Deltamethrin,70
195,wheat,red,rainy,Copper Sulfate,68
375,wheat,black,winter,Chlorpyrifos,80
373,rice,red,rainy,Chlorpyrifos,65
306,wheat,red,winter,Imidacloprid,70
55,wheat,black,rainy,Imidacloprid,65
72,rice,red,summer,Chlorpyrifos,45
439,wheat,black,summer,Imidacloprid,65
357,rice,black,winter,Carbendazim,57
223,wheat,black,rainy,Mancozeb,93
317,rice,red,winter,Copper Sulfate,38
455,rice,red,rainy,Carbendazim,62
58,rice,red,summer,Carbendazim,42
303,rice,black,winter,Deltamethrin,70
353,wheat,black,rainy,Carbendazim,57
140,rice,red,summer,Chlorpyrifos,75
162,wheat,black,summer,Glyphosate,85
432,wheat,red,winter,Deltamethrin,75
379,wheat,red,summer,Imidacloprid,50
105,rice,black,rainy,Copper Sulfate,100
361,wheat,red,summer,Glyphosate,40
239,rice,red,rainy,Glyphosate,90
113,rice,red,summer,Chlorpyrifos,75
368,wheat,black,winter,Imidacloprid,85
181,wheat,red,winter,Mancozeb,98
264,rice,black,winter,Carbendazim,87
438,rice,red,summer,Chlorpyrifos,45
355,rice,red,summer,Imidacloprid,50
353,wheat,black,summer,Chlorpyrifos,60
206,rice,black,summer,Glyphosate,85
443,wheat,black,winter,Copper Sulfate,73
340,wheat,black,rainy,Carbendazim,57
407,wheat,red,summer,Carbendazim,42
355,rice,black,rainy,Copper Sulfate,73
310,rice,red,summer,Deltamethrin,55
332,wheat,red,summer,Imidacloprid,50
56,wheat,black,summer,Mancozeb,63
422,wheat,black,rainy,Mancozeb,63
397,wheat,black,winter,Chlorpyrifos,80
362,rice,red,winter,Copper Sulfate,38
74,wheat,black,winter,Imidacloprid,85
237,rice,red,winter,Deltamethrin,85
178,rice,red,rainy,Glyphosate,90
310,wheat,red,rainy,Mancozeb,48
433,wheat,red,rainy,Mancozeb,48
357,wheat,black,rainy,Chlorpyrifos,60
461,rice,red,winter,Glyphosate,40
336,wheat,red,summer,Copper Sulfate,38
217,wheat,red,summer,Deltamethrin,85
417,rice,black,winter,Deltamethrin,70
167,rice,red,winter,Carbendazim,72
223,rice,red,summer,Mancozeb,78
491,wheat,red,winter,Copper Sulfate,58
195,rice,black,rainy,Glyphosate,100
150,rice,red,rainy,Glyphosate,90
60,wheat,red,summer,Deltamethrin,55
102,rice,black,summer,Glyphosate,85
170,wheat,black,summer,Chlorpyrifos,90
295,wheat,black,summer,Deltamethrin,100
315,wheat,black,winter,Imidacloprid,85
369,rice,black,rainy,Carbendazim,77
417,rice,black,winter,Copper Sulfate,53
78,rice,black,winter,Copper Sulfate,53
86,wheat,black,rainy,Copper Sulfate,53
231,wheat,red,rainy,Glyphosate,70
491,rice,red,rainy,Copper Sulfate,58
230,rice,red,summer,Glyphosate,70
401,rice,black,winter,Glyphosate,55
404,wheat,red,summer,Mancozeb,48
193,rice,black,rainy,Carbendazim,100
368,wheat,black,winter,Mancozeb,83
101,wheat,red,winter,Chlorpyrifos,95
317,rice,red,summer,Imidacloprid,50
401,rice,red,winter,Deltamethrin,55
253,rice,black,rainy,Chlorpyrifos,100
248,rice,black,rainy,Carbendazim,100
402,wheat,red,rainy,Mancozeb,48
249,wheat,red,winter,Glyphosate,90
366,wheat,black,winter,Glyphosate,75
340,wheat,red,rainy,Imidacloprid,50
296,wheat,red,summer,Deltamethrin,85
328,wheat,black,winter,Imidacloprid,85
361,rice,red,summer,Mancozeb,48
268,wheat,red,rainy,Carbendazim,72
172,wheat,red,rainy,Mancozeb,78
